timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-06-24T07:29:16,indic_tokenizer_eval,ce33ee9c-1958-44a6-a1c3-abc54f13fc0a,evaluation_pipeline,18.440252600004897,4.8445214974424514e-05,2.627144867549789e-06,7.5,0.0,5.7569260597229,3.8417030833322015e-05,0,2.9486572932686e-05,6.7903603766008e-05,India,IND,karnataka,,,Windows-11-10.0.26200-SP0,3.12.9,2.7.2,16,AMD Ryzen 7 5700U with Radeon Graphics,,,77.591,12.9753,15.351802825927734,machine,N,1.0
2026-06-24T07:30:16,indic_tokenizer_eval,c8946c95-2320-4619-8ab1-fd9e5c8c7386,crosslingual_probing,56.19702709995909,0.0001476395194568,2.627176686664232e-06,7.5,0.0,5.7569260597229,0.0001170768408332,0,8.986321371482367e-05,0.000206940054548,India,IND,karnataka,,,Windows-11-10.0.26200-SP0,3.12.9,2.7.2,16,AMD Ryzen 7 5700U with Radeon Graphics,,,77.591,12.9753,15.351802825927734,machine,N,1.0
2026-06-24T07:30:24,indic_tokenizer_eval,f0338a43-0c1d-4e62-a582-c5f5e972b222,historical_analysis,4.127449700026773,1.08429136751941e-05,2.6270250307650672e-06,7.5,0.0,5.7569260597229,8.598756250042545e-06,0,6.59929611195249e-06,1.5198052361995036e-05,India,IND,karnataka,,,Windows-11-10.0.26200-SP0,3.12.9,2.7.2,16,AMD Ryzen 7 5700U with Radeon Graphics,,,77.591,12.9753,15.351802825927734,machine,N,1.0
